#catalogue_i     catalogue_j     ell_i   ell_j  s_i     s_j      Cov^-1_ij
post-recon post-recon 0 0 1.425000e+02 6.750000e+01 -5.304992e+03
post-recon post-recon 0 0 1.425000e+02 7.250000e+01 9.179285e+04
post-recon post-recon 0 0 1.425000e+02 7.750000e+01 -1.253674e+05
post-recon post-recon 0 0 1.425000e+02 8.250000e+01 5.196296e+04
post-recon post-recon 0 0 1.425000e+02 8.750000e+01 1.022609e+05
post-recon post-recon 0 0 1.425000e+02 9.250000e+01 1.725294e+02
post-recon post-recon 0 0 1.425000e+02 9.750000e+01 -5.259378e+04
post-recon post-recon 0 0 1.425000e+02 1.025000e+02 -1.916117e+05
post-recon post-recon 0 0 1.425000e+02 1.075000e+02 8.013443e+04
post-recon post-recon 0 0 1.425000e+02 1.125000e+02 -7.698672e+04
post-recon post-recon 0 0 1.425000e+02 1.175000e+02 6.992880e+04
post-recon post-recon 0 0 1.425000e+02 1.225000e+02 -7.269997e+04
post-recon post-recon 0 0 1.425000e+02 1.275000e+02 -1.194065e+05
post-recon post-recon 0 0 1.425000e+02 1.325000e+02 -5.040192e+05
post-recon post-recon 0 0 1.425000e+02 1.375000e+02 -1.111849e+06
post-recon post-recon 0 0 1.425000e+02 1.425000e+02 3.882631e+06
post-recon post-recon 0 0 1.425000e+02 1.475000e+02 -1.371039e+06
post-recon post-recon 0 0 1.475000e+02 5.250000e+01 -1.325675e+02
post-recon post-recon 0 0 1.475000e+02 5.750000e+01 1.372997e+04
post-recon post-recon 0 0 1.475000e+02 6.250000e+01 3.888058e+04
post-recon post-recon 0 0 1.475000e+02 6.750000e+01 4.157796e+03
post-recon post-recon 0 0 1.475000e+02 7.250000e+01 -1.297762e+05
post-recon post-recon 0 0 1.475000e+02 7.750000e+01 2.033187e+05
post-recon post-recon 0 0 1.475000e+02 8.250000e+01 -1.693301e+05
post-recon post-recon 0 0 1.475000e+02 8.750000e+01 3.121272e+04
post-recon post-recon 0 0 1.475000e+02 9.250000e+01 1.228768e+05
post-recon post-recon 0 0 1.475000e+02 9.750000e+01 4.343643e+04
post-recon post-recon 0 0 1.475000e+02 1.025000e+02 1.555627e+04
post-recon post-recon 0 0 1.475000e+02 1.075000e+02 1.200717e+05
post-recon post-recon 0 0 1.475000e+02 1.125000e+02 -4.082280e+04
post-recon post-recon 0 0 1.475000e+02 1.175000e+02 -1.215040e+04
post-recon post-recon 0 0 1.475000e+02 1.225000e+02 -1.455159e+05
post-recon post-recon 0 0 1.475000e+02 1.275000e+02 -1.686018e+05
post-recon post-recon 0 0 1.475000e+02 1.325000e+02 -1.800622e+05
post-recon post-recon 0 0 1.475000e+02 1.375000e+02 -3.465547e+05
post-recon post-recon 0 0 1.475000e+02 1.425000e+02 -1.371039e+06
post-recon post-recon 0 0 1.475000e+02 1.475000e+02 3.799196e+06
