#catalogue_i     catalogue_j     ell_i   ell_j  s_i     s_j      Cov^-1_ij
post-recon post-recon 0 0 1.425000e+02 7.250000e+01 4.969542e+04
post-recon post-recon 0 0 1.425000e+02 7.750000e+01 -8.473226e+03
post-recon post-recon 0 0 1.425000e+02 8.250000e+01 3.034113e+04
post-recon post-recon 0 0 1.425000e+02 8.750000e+01 -1.976398e+04
post-recon post-recon 0 0 1.425000e+02 9.250000e+01 -1.945406e+04
post-recon post-recon 0 0 1.425000e+02 9.750000e+01 -1.793673e+04
post-recon post-recon 0 0 1.425000e+02 1.025000e+02 3.369744e+04
post-recon post-recon 0 0 1.425000e+02 1.075000e+02 -7.920923e+03
post-recon post-recon 0 0 1.425000e+02 1.125000e+02 -1.975962e+05
post-recon post-recon 0 0 1.425000e+02 1.175000e+02 -6.299132e+03
post-recon post-recon 0 0 1.425000e+02 1.225000e+02 -7.332245e+04
post-recon post-recon 0 0 1.425000e+02 1.275000e+02 -1.079822e+05
post-recon post-recon 0 0 1.425000e+02 1.325000e+02 -2.357739e+05
post-recon post-recon 0 0 1.425000e+02 1.375000e+02 -8.546963e+05
post-recon post-recon 0 0 1.425000e+02 1.425000e+02 2.810448e+06
post-recon post-recon 0 0 1.425000e+02 1.475000e+02 -9.306613e+05
post-recon post-recon 0 0 1.475000e+02 5.250000e+01 1.506157e+04
post-recon post-recon 0 0 1.475000e+02 5.750000e+01 -2.719933e+03
post-recon post-recon 0 0 1.475000e+02 6.250000e+01 7.343258e+03
post-recon post-recon 0 0 1.475000e+02 6.750000e+01 4.850812e+04
post-recon post-recon 0 0 1.475000e+02 7.250000e+01 -6.263372e+04
post-recon post-recon 0 0 1.475000e+02 7.750000e+01 6.770585e+04
post-recon post-recon 0 0 1.475000e+02 8.250000e+01 -8.809879e+04
post-recon post-recon 0 0 1.475000e+02 8.750000e+01 -2.940561e+03
post-recon post-recon 0 0 1.475000e+02 9.250000e+01 -4.674205e+03
post-recon post-recon 0 0 1.475000e+02 9.750000e+01 4.599590e+04
post-recon post-recon 0 0 1.475000e+02 1.025000e+02 -1.122018e+05
post-recon post-recon 0 0 1.475000e+02 1.075000e+02 8.028484e+03
post-recon post-recon 0 0 1.475000e+02 1.125000e+02 2.089921e+04
post-recon post-recon 0 0 1.475000e+02 1.175000e+02 -7.956843e+04
post-recon post-recon 0 0 1.475000e+02 1.225000e+02 -7.824523e+03
post-recon post-recon 0 0 1.475000e+02 1.275000e+02 -2.641763e+04
post-recon post-recon 0 0 1.475000e+02 1.325000e+02 -2.290699e+05
post-recon post-recon 0 0 1.475000e+02 1.375000e+02 -4.291524e+05
post-recon post-recon 0 0 1.475000e+02 1.425000e+02 -9.306613e+05
post-recon post-recon 0 0 1.475000e+02 1.475000e+02 2.547326e+06
